loss,mae,rmse,val_loss,val_mae,val_rmse,lr
0.05839676782488823,0.2585800588130951,0.3440034091472626,0.021851681172847748,0.17840680480003357,0.20905348658561707,0.001
0.031992603093385696,0.1962343454360962,0.2529541850090027,0.01327245682477951,0.1342269629240036,0.1629260927438736,0.001
0.024875923991203308,0.1691439300775528,0.22305278480052948,0.008713585324585438,0.10602964460849762,0.1320119947195053,0.001
0.017660055309534073,0.14061611890792847,0.18793828785419464,0.006563048809766769,0.09040903300046921,0.11456917971372604,0.001
0.013941466808319092,0.12456119060516357,0.16698269546031952,0.007033775560557842,0.09189187735319138,0.11860669404268265,0.001
0.011050190776586533,0.11236080527305603,0.14866378903388977,0.007280792575329542,0.09301493316888809,0.12067138403654099,0.001
0.009282275103032589,0.10534914582967758,0.1362524777650833,0.011853511445224285,0.11196153610944748,0.1539708375930786,0.0005
0.008428993634879589,0.09925957024097443,0.1298389583826065,0.010593886487185955,0.10666732490062714,0.14556020498275757,0.0005
