mae,rmse,mape,r2,smape,max_error,p95_error,model
306413.1875,367302.59375,12.303759157657623,0.4716157690139404,11.605784296989441,1120471.0,674975.825,bidirectional_lstm
450176.03125,523164.75,16.7879581451416,-0.071960676299065,16.93505346775055,1369311.0,913250.15,stacked_lstm
